cover_img,authors,publication_year,title,rating
book_covers/718.png,Lee Child,2000,The Visitor,4.08
book_covers/719.png,Lee Child,2011,The Affair,4.11
book_covers/720.png,Lee Child,2009,Gone Tomorrow,4.17
book_covers/721.png,Lee Child,2010,61 Hours,4.08
book_covers/722.png,"Lee Child, Dick Hill",2012,A Wanted Man,4.0
book_covers/723.png,Lee Child,2013,Never Go Back ,4.02
book_covers/724.png,Lee Child,2014,Personal,3.9
book_covers/725.png,Lee Child,2015,Make Me,3.95
book_covers/726.png,"Lee Child, Dick Hill",2016,Night School,3.96
book_covers/727.png,Lee Child,2012,"Deep Down (Jack Reacher, #16.5)",3.87
book_covers/728.png,Lee Child,2013,High Heat,3.93
book_covers/729.png,Sue Grafton,1993,J is for Judgment (Kinsey Millhone #10),4.01
book_covers/730.png,Sue Grafton,1994,K is for Killer,3.98
book_covers/731.png,Sue Grafton,1998,"""N"" is for Noose",3.97
book_covers/732.png,Sue Grafton,1987,"""D"" is for Deadbeat ",3.85
book_covers/733.png,Sue Grafton,2015,X,3.88
book_covers/734.png,Sue Grafton,2013,W is for Wasted,3.86
book_covers/735.png,Sue Grafton,1990,G is for Gumshoe,3.9
book_covers/736.png,Sue Grafton,1991,H is for Homicide,3.89
book_covers/737.png,Sue Grafton,2007,T is for Trespass ,3.91
book_covers/738.png,Sue Grafton,1999,"""O"" is for Outlaw",3.92
book_covers/739.png,"Dr. Seuss, לאה נאור",1960,Green Eggs and Ham,4.29
book_covers/740.png,Dr. Seuss,1957,The Cat in the Hat,4.15
book_covers/741.png,Dr. Seuss,1990,"Oh, the Places You'll Go!",4.34
book_covers/742.png,Dr. Seuss,1957,How the Grinch Stole Christmas!,4.36
book_covers/743.png,Dr. Seuss,1971,The Lorax,4.35
book_covers/744.png,Dr. Seuss,1954,Horton Hears a Who!,4.16
book_covers/745.png,Dr. Seuss,1963,Hop on Pop,3.95
book_covers/746.png,Dr. Seuss,1940,Horton Hatches the Egg,4.14
book_covers/747.png,Dr. Seuss,1974,There's a Wocket in My Pocket,4.02
book_covers/748.png,Dr. Seuss,1958,The Cat in the Hat Comes Back,3.83
book_covers/749.png,"Dr. Seuss, Maurice Sendak, Audrey Geisel",1995,The Secret Art of Dr. Seuss,4.05
book_covers/750.png,Richelle Mead,2008,Frostbite,4.3
book_covers/751.png,Richelle Mead,2008,Shadow Kiss,4.37
book_covers/752.png,Richelle Mead,2010,Spirit Bound,4.37
book_covers/753.png,Richelle Mead,2009,Blood Promise,4.35
book_covers/754.png,Richelle Mead,2010,Last Sacrifice ,4.42
book_covers/755.png,Richelle Mead,2011,Bloodlines,4.22
book_covers/756.png,Richelle Mead,2012,The Golden Lily,4.36
book_covers/757.png,Richelle Mead,2013,The Indigo Spell,4.41
book_covers/758.png,Richelle Mead,2013,The Fiery Heart,4.39
book_covers/759.png,Richelle Mead,2007,Succubus Blues,3.94
book_covers/760.png,Richelle Mead,2014,Silver Shadows,4.37
book_covers/761.png,Richelle Mead,2015,The Ruby Circle,4.22
book_covers/762.png,Richelle Mead,2008,Storm Born,3.9
book_covers/763.png,Richelle Mead,2008,Succubus On Top,4.07
book_covers/764.png,Richelle Mead,2009,Succubus Heat,4.19
book_covers/765.png,"Richelle Mead, Emma Vieceli, Leigh Dragoon",2011,Vampire Academy: The Graphic Novel,4.11
book_covers/766.png,Richelle Mead,2008,Succubus Dreams ,4.14
book_covers/767.png,Richelle Mead,2010,Succubus Shadows ,4.18
book_covers/768.png,Richelle Mead,2008,Thorn Queen,4.12
book_covers/769.png,"Douglas Preston, Lincoln Child",2001,The Cabinet of Curiosities,4.26
book_covers/770.png,"Douglas Preston, Lincoln Child",2004,Brimstone,4.12
book_covers/771.png,"Douglas Preston, Lincoln Child",2003,"Still Life with Crows (Pendergast, #4)",4.18
book_covers/772.png,"Douglas Preston, Mario Spezi",2008,The Monster of Florence: A True Story,3.72
book_covers/773.png,"Douglas Preston, Lincoln Child",2005,Dance of Death,4.16
book_covers/774.png,"Douglas Preston, Lincoln Child",1999,Thunderhead,4.09
book_covers/775.png,Douglas Preston,2003,The Codex,3.88
book_covers/776.png,"Douglas Preston, Lincoln Child",2011,Cold Vengance,4.09
book_covers/777.png,"Douglas Preston, Lincoln Child",2012,Two Graves,4.03
book_covers/778.png,Douglas Preston,2005,Tyrannosaur Canyon,3.78
book_covers/779.png,"Douglas Preston, Lincoln Child",1996,Mount Dragon,3.91
book_covers/780.png,"Douglas Preston, Lincoln Child",2014,Blue Labyrinth,4.11
book_covers/781.png,"Douglas Preston, Lincoln Child",2015,Crimson Shore,4.0
book_covers/782.png,George R.R. Martin,1996,A Game of Thrones,4.45
book_covers/783.png,George R.R. Martin,1998,A Clash of Kings,4.4
book_covers/784.png,George R.R. Martin,2000,A Storm of Swords,4.54
book_covers/785.png,George R.R. Martin,2005,A Feast for Crows,4.1
book_covers/786.png,George R.R. Martin,2011,A Dance with Dragons,4.31
book_covers/787.png,George R.R. Martin,2000,A Storm of Swords: Part 2 Blood and Gold,4.56
book_covers/788.png,George R.R. Martin,2000,A Storm of Swords: Part 1 Steel and Snow,4.49
book_covers/789.png,George R.R. Martin,2000,A Song of Ice and Fire,4.63
book_covers/790.png,"Daniel Abraham, George R.R. Martin, Tommy Patterson",2011,A Game of Thrones - The Graphic Novel Volume 1,4.48
book_covers/791.png,George R.R. Martin,1996,A Clash of Kings,4.53
book_covers/792.png,"George R.R. Martin, Gary Gianni",2013,A Knight of the Seven Kingdoms,4.19
book_covers/793.png,"Daniel Abraham, George R.R. Martin, Tommy Patterson",2011,A Song of Ice and Fire Graphic Novels,4.65
book_covers/794.png,George R.R. Martin,2011,A Dance With Dragons: Part 1 Dreams and Dust,4.32
book_covers/795.png,George R.R. Martin,2011,A Dance With Dragons: Part 2 After The Feast,4.41
book_covers/796.png,"Ben Avery, Mike S. Miller, George R.R. Martin",1998,The Hedge Knight,4.11
book_covers/797.png,"George R.R. Martin, Elio M. García Jr., Linda Antonsson",2014,The World of Ice and Fire,4.25
book_covers/798.png,George R.R. Martin,2003,The Sworn Sword,4.07
book_covers/799.png,George R.R. Martin,2010,The Mystery Knight,4.2
book_covers/800.png,"George R.R. Martin, Gardner R. Dozois, Joe Abercrombie, Gillian Flynn, Matthew Hughes, Joe R. Lansdale, Michael Swanwick, David  Ball, Carrie Vaughn, Scott Lynch, Bradley Denton, Cherie Priest, Daniel Abraham, Paul Cornell, Steven Saylor, Garth Nix, Walter Jon Williams, Phyllis Eisenstein, Lisa Tuttle, Neil Gaiman, Connie Willis, Patrick Rothfuss",2014,Rogues,3.86
book_covers/801.png,Charlaine Harris,2001,Dead Until Dark,3.96
book_covers/802.png,Charlaine Harris,2002,Living Dead in Dallas,3.97
book_covers/803.png,Charlaine Harris,2004,Dead to the World,4.13
book_covers/804.png,Charlaine Harris,2003,Club Dead,4.03
book_covers/805.png,Charlaine Harris,2007,All Together Dead,4.05
book_covers/806.png,Charlaine Harris,2005,Dead as a Doornail ,4.01
book_covers/807.png,Charlaine Harris,2006,"Definitely Dead (Sookie Stackhouse, #6)",4.02
book_covers/808.png,Charlaine Harris,2010,Dead in the Family,3.88
book_covers/809.png,Charlaine Harris,2011,Dead Reckoning,3.77
book_covers/810.png,Charlaine Harris,2012,Deadlocked,3.65
book_covers/811.png,Charlaine Harris,2013,Dead Ever After,3.39
book_covers/812.png,Charlaine Harris,2014,Midnight Crossroad,3.63
book_covers/813.png,Abbi Glines,2012,"Fallen Too Far (Too Far, #1)",4.21
book_covers/814.png,Abbi Glines,2013,"Never Too Far (Too Far, #2)",4.21
book_covers/815.png,Abbi Glines,2011,Breathe,3.88
book_covers/816.png,Abbi Glines,2013,"Forever Too Far (Too Far, #3)",4.24
book_covers/817.png,Abbi Glines,2011,"The Vincent Brothers (The Vincent Boys, #1)",3.98
book_covers/818.png,Abbi Glines,2013,"Twisted Perfection (Perfection, #1)",4.26
book_covers/819.png,Abbi Glines,2012,While It Lasts,4.24
book_covers/820.png,Abbi Glines,2012,The Vincent Brothers,4.13
book_covers/821.png,Abbi Glines,2012,Just for Now,4.25
book_covers/822.png,Abbi Glines,2012,Predestined,4.09
book_covers/823.png,Abbi Glines,2013,"Simple Perfection (Perfection, #2)",4.25
book_covers/824.png,Abbi Glines,2012,Ceaseless,4.2
book_covers/825.png,Abbi Glines,2014,"Take a Chance (Chance, #1)",4.15
book_covers/826.png,Abbi Glines,2015,Until Friday Night,4.01
book_covers/827.png,Abbi Glines,2014,"Rush Too Far (Too Far, #4)",4.25
book_covers/828.png,Abbi Glines,2013,Sometimes It Lasts,4.28
book_covers/829.png,Abbi Glines,2014,One More Chance,4.29
book_covers/830.png,Abbi Glines,2014,Bad for You,4.3
book_covers/831.png,Abbi Glines,2013,Misbehaving,4.18
book_covers/832.png,"Brian K. Vaughan, Fiona Staples",2012,"Saga, Volume One",4.25
book_covers/833.png,"Brian K. Vaughan, Fiona Staples",2012,Saga #1,4.15
book_covers/834.png,"Brian K. Vaughan, Fiona Staples",2013,"Saga, Volume Two",4.57
book_covers/835.png,"Brian K. Vaughan, Fiona Staples",2014,"Saga, Volume Three",4.56
book_covers/836.png,"Brian K. Vaughan, Fiona Staples",2014,"Saga, Volume Four",4.47
book_covers/837.png,"Brian K. Vaughan, Fiona Staples",2015,"Saga, Volume Five",4.44
book_covers/838.png,"Brian K. Vaughan, Pia Guerra, José Marzán Jr., Paul Chadwick",2004,Y: The Last Man Vol. 3: One Small Step,4.22
book_covers/839.png,"Brian K. Vaughan, Pia Guerra, Goran Parlov, José Marzán Jr.",2004,Y: The Last Man Vol. 4: Safeword,4.25
book_covers/840.png,"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",2006,Y: The Last Man Vol. 7: Paper Dolls,4.25
book_covers/841.png,"Brian K. Vaughan, Fiona Staples",2016,"Saga, Volume Six",4.49
book_covers/842.png,"Brian K. Vaughan, Cliff Chiang, Matthew Wilson",2016,The Paper Girls - Vol 1,3.87
book_covers/843.png,"Mark Millar, J.G. Jones, Brian K. Vaughan",2005,Wanted,3.71
book_covers/844.png,"Brian K. Vaughan, Pia Guerra, José Marzán Jr., Pamela Rambo, Clem Robins, J.G. Jones",2008,Y: The Last Man - The Deluxe Edition Book One,4.36
book_covers/845.png,Isaac Asimov,1951,Foundation,4.13
book_covers/846.png,Isaac Asimov,1950,"I, Robot",4.17
book_covers/847.png,Isaac Asimov,1953,The Foundation Trilogy,4.39
book_covers/848.png,Isaac Asimov,1954,The Caves of Steel,4.14
book_covers/849.png,Isaac Asimov,1988,Prelude to Foundation,4.05
book_covers/850.png,Isaac Asimov,1972,The Gods Themselves,4.08
book_covers/851.png,Isaac Asimov,1955,The End of Eternity,4.21
book_covers/852.png,Isaac Asimov,1957,The Naked Sun,4.12
book_covers/853.png,Isaac Asimov,1983,The Robots of Dawn,4.13
book_covers/854.png,"Isaac Asimov, Robert Silverberg",1970,Nightfall,4.01
book_covers/855.png,Isaac Asimov,1966,Fantastic Voyage,3.89
book_covers/856.png,Isaac Asimov,1985,Robots and Empire,4.17
book_covers/857.png,"Isaac Asimov, Bob E. Flick, Jim Gallant",1956,The Last Question (When the World Ends),4.58
book_covers/858.png,Isaac Asimov,1950,Pebble in the Sky,3.85
book_covers/859.png,Isaac Asimov,1989,Nemesis,3.75
book_covers/860.png,Isaac Asimov,1982,The Complete Robot,4.34
book_covers/861.png,"Haruki Murakami, Jay Rubin",1994,ねじまき鳥クロニクル [Nejimakidori kuronikuru],4.17
book_covers/862.png,"Haruki Murakami, Jay Rubin, Philip Gabriel",2009,いちきゅうはちよん [Ichi-Kyū-Hachi-Yon],3.89
book_covers/863.png,"Haruki Murakami, Philip Gabriel",2013,"色彩を持たない多崎つくると、彼の巡礼の年 [Shikisai o motanai Tazaki Tsukuru to, kare no junrei no toshi]",3.82
book_covers/864.png,"Haruki Murakami, Alfred Birnbaum",1985,世界の終りとハードボイルド・ワンダーランド [Sekai no owari to hādoboirudo wandārando],4.15
book_covers/865.png,"Haruki Murakami, Philip Gabriel",1999,スプートニクの恋人 [Supūtoniku no Koibito],3.82
book_covers/866.png,"Haruki Murakami, Alfred Birnbaum",1982,羊をめぐる冒険 [Hitsujiwomegurubōken],3.94
book_covers/867.png,"Haruki Murakami, Philip Gabriel",2007,走ることについて語るときに僕の語ること [Hashiru koto ni tsuite kataru toki ni boku no kataru koto],3.79
book_covers/868.png,"Haruki Murakami, Philip Gabriel",1992," 国境の南、太陽の西 [Kokkyō no minami, taiyō no nishi]",3.87
book_covers/869.png,Haruki Murakami,1988,"ダンス・ダンス・ダンス [Dansu, dansu, dansu]",4.03
book_covers/870.png,"Haruki Murakami, 村上 春樹",2009,1Q84 Book 1 [Ichi-kyū-hachi-yon],3.96
book_covers/871.png,"Haruki Murakami, Jay Rubin, Alfred Birnbaum",1993,象の消滅 [Zō no shōmetsu],3.88
book_covers/872.png,"Haruki Murakami, Ted Goossen",2005,ふしぎな図書館  Fushigi na toshokan,3.55
book_covers/873.png,"Haruki Murakami, 村上 春樹",2010,1Q84 Book 3 [Ichi-kyū-hachi-yon],3.86
book_covers/874.png,"Haruki Murakami, Jay Rubin",2009,1Q84 Books 1-2,4.07
book_covers/875.png,Haruki Murakami,2009,1Q84 Book 2 [Ichi-kyū-hachi-yon],4.04
book_covers/876.png,"Haruki Murakami, Alfred Birnbaum, Philip Gabriel",1997,アンダーグラウンド [Andāguraundo],3.89
book_covers/877.png,J.R. Ward,2005,Dark Lover,4.21
book_covers/878.png,J.R. Ward,2006,"Lover Awakened (Black Dagger Brotherhood, #3)",4.45
book_covers/879.png,J.R. Ward,2006,"Lover Eternal (Black Dagger Brotherhood, #2)",4.35
book_covers/880.png,J.R. Ward,2007,Lover Unbound,4.33
book_covers/881.png,J.R. Ward,2008,"Lover Enshrined, part one",4.12
book_covers/882.png,J.R. Ward,2009,"Lover Enshrined, part two",4.38
book_covers/883.png,J.R. Ward,2011,"Lover Avenged, part two",4.28
book_covers/884.png,J.R. Ward,2012,Lover Reborn,4.35
book_covers/885.png,J.R. Ward,2013,Lover at Last,4.3
book_covers/886.png,J.R. Ward,2009,Covet,3.89
book_covers/887.png,J.R. Ward,2014,The King,4.37
book_covers/888.png,J.R. Ward,2015,The Shadows,4.29
book_covers/889.png,J.R. Ward,2010,Crave,4.09
book_covers/890.png,J.R. Ward,2016,The Beast,4.45
book_covers/891.png,J.R. Ward,2011,"Envy (Fallen Angels, #3)",4.21
book_covers/892.png,J.R. Ward,2015,The Bourbon Kings,3.87
book_covers/893.png,David Eddings,1983,Magician's Gambit,4.13
book_covers/894.png,David Eddings,1984,Enchanters' End Game,4.17
book_covers/895.png,"David Eddings, Leigh Eddings",1995,Belgarath the Sorcerer,4.07
book_covers/896.png,David Eddings,1982,Pawn of Prophecy,4.16
book_covers/897.png,David Eddings,1984,Castle of Wizardry,4.16
book_covers/898.png,David Eddings,1982,Queen of Sorcery,4.13
book_covers/899.png,David Eddings,1985,Guardians of the West,4.09
book_covers/900.png,David Eddings,1989,Sorceress of Darshiva,4.09
book_covers/901.png,David Eddings,1988,Demon Lord of Karanda,4.05
book_covers/902.png,David Eddings,1990,The Ruby Knight,3.96
book_covers/903.png,David Eddings,1992,Domes of Fire,3.98
book_covers/904.png,"David Eddings, Leigh Eddings",1997,Polgara the Sorceress,4.07
book_covers/905.png,David Eddings,1993,The Shining Ones,3.95
book_covers/906.png,David Eddings,1984,"The Belgariad Boxed Set: Pawn of Prophecy, Queen of Sorcery, Magician's Gambit, Castle of Wizardry, & Enchanters' End Game (The Belgariad, #1-5)",4.26
book_covers/907.png,"David Eddings, Leigh Eddings",2000,The Redemption of Althalus,3.82
book_covers/908.png,"Douglas Preston, Lincoln Child",2001,The Cabinet of Curiosities,4.26
book_covers/909.png,"Douglas Preston, Lincoln Child",2004,Brimstone,4.12
book_covers/910.png,"Douglas Preston, Lincoln Child",2003,"Still Life with Crows (Pendergast, #4)",4.18
book_covers/911.png,"Douglas Preston, Lincoln Child",2005,Dance of Death,4.16
book_covers/912.png,"Douglas Preston, Lincoln Child",1999,Thunderhead,4.09
book_covers/913.png,"Douglas Preston, Lincoln Child",2011,Cold Vengance,4.09
book_covers/914.png,"Douglas Preston, Lincoln Child",2012,Two Graves,4.03
book_covers/915.png,"Douglas Preston, Lincoln Child",1996,Mount Dragon,3.91
book_covers/916.png,"Douglas Preston, Lincoln Child",2014,Blue Labyrinth,4.11
book_covers/917.png,"Douglas Preston, Lincoln Child",2015,Crimson Shore,4.0
book_covers/918.png,Terry Brooks,1977,The Sword of Shannara,3.76
book_covers/919.png,Terry Brooks,1982,The Elfstones Of Shannara,3.96
book_covers/920.png,Terry Brooks,1985,The Wishsong of Shannara ,3.97
book_covers/921.png,Terry Brooks,1997,Running with the Demon,3.95
book_covers/922.png,Terry Brooks,2000,Ilse Witch ,3.95
book_covers/923.png,Terry Brooks,2002,Morgawr ,3.96
book_covers/924.png,Terry Brooks,1987,The Black Unicorn ,3.75
book_covers/925.png,Terry Brooks,1998,A Knight of the Word ,4.04
book_covers/926.png,R.A. Salvatore,1990,Sojourn (Dark Elf #3),4.23
book_covers/927.png,R.A. Salvatore,1988,The Crystal Shard,4.13
book_covers/928.png,R.A. Salvatore,1989,Streams of Silver (Icewind Dale #2),4.14
book_covers/929.png,R.A. Salvatore,1993,Passage to Dawn,4.07
book_covers/930.png,R.A. Salvatore,1999,"Vector Prime (Star Wars: The New Jedi Order, #1)",3.79
book_covers/931.png,R.A. Salvatore,2007,The Orc King,4.11
book_covers/932.png,Mary Higgins Clark,1992,All Around the Town,3.94
book_covers/933.png,Mary Higgins Clark,1991,"Loves Music, Loves to Dance",3.89
book_covers/934.png,Mary Higgins Clark,1989,While My Pretty One Sleeps,3.88
book_covers/935.png,Mary Higgins Clark,1995,Let Me Call You Sweetheart,3.84
book_covers/936.png,Mary Higgins Clark,2001,On the Street Where You Live,3.85
book_covers/937.png,Mary Higgins Clark,2007,I Heard That Song Before,3.81
book_covers/938.png,"Mary Higgins Clark, Alafair Burke",2014,I've Got You Under My Skin,3.75
book_covers/939.png,"Mary Higgins Clark, Alafair Burke",2014,The Cinderella Murder ,3.81
book_covers/940.png,Mary Higgins Clark,2011,I'll Walk Alone,3.78
book_covers/941.png,Nicholas Sparks,1996,The Notebook,4.06
book_covers/942.png,Nicholas Sparks,1999,A Walk to Remember,4.15
book_covers/943.png,Nicholas Sparks,2006,Dear John,4.01
book_covers/944.png,Nicholas Sparks,2008,The Last Song,4.14
book_covers/945.png,Nicholas Sparks,2008,The Lucky One,4.1
book_covers/946.png,Nicholas Sparks,2010,Safe Haven,4.19
book_covers/947.png,Nicholas Sparks,1998,Message in a Bottle,3.95
book_covers/948.png,Nicholas Sparks,2003,The Guardian,4.14
book_covers/949.png,Nicholas Sparks,2002,Nights in Rodanthe,3.82
book_covers/950.png,Nicholas Sparks,2003,The Wedding,3.98
book_covers/951.png,Nicholas Sparks,2007,The Choice,3.99
book_covers/952.png,Nicholas Sparks,2010,The Best of Me,3.91
book_covers/953.png,Nicholas Sparks,2012,The Longest Ride,4.14
book_covers/954.png,Nicholas Sparks,2003,True Believer,3.8
book_covers/955.png,Nicholas Sparks,2015,See Me,3.93
book_covers/956.png,Nicholas Sparks,2016,Two By Two,3.9
book_covers/957.png,"Robert Kirkman, Tony Moore",2004,"The Walking Dead, Vol. 1: Days Gone Bye",4.3
book_covers/958.png,Robert Kirkman,2009,The Walking Dead Compendium Volume 1,4.43
book_covers/959.png,"Robert Kirkman, Charlie Adlard",2004,"The Walking Dead, Vol. 2: Miles Behind Us",4.25
book_covers/960.png,"Robert Kirkman, Charlie Adlard",2005,"The Walking Dead, Vol. 3: Safety Behind Bars",4.31
book_covers/961.png,Robert Kirkman,2008,"The Walking Dead, Vol. 8: Made To Suffer",4.47
book_covers/962.png,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2005,"The Walking Dead, Vol. 4: The Heart's Desire",4.23
book_covers/963.png,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2006,"The Walking Dead, Vol. 5: The Best Defense",4.3
book_covers/964.png,"Robert Kirkman, Charlie Adlard",2010,The Walking Dead Volume 12,4.34
book_covers/965.png,"Robert Kirkman, Jay Bonansinga",2011,The Walking Dead: Rise of the Governor,3.9
book_covers/966.png,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2007,The Walking Dead V 7,4.27
book_covers/967.png,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2010,The Walking Dead Volume 11,4.33
book_covers/968.png,Robert Kirkman,2009,"The Walking Dead, Vol. 10: What We Become",4.29
book_covers/969.png,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2011,"The Walking Dead, Vol. 14: No Way Out ",4.34
book_covers/970.png,"Robert Kirkman, Charlie Adlard",2005,The Walking Dead. Book Two,4.35
book_covers/971.png,"Robert Kirkman, Charlie Adlard, Cliff Rathburn, Rus Wooton",2007,The Walking Dead. Book Three,4.43
book_covers/972.png,Jeffrey Archer,2015,Mightier Than the Sword,4.09
book_covers/973.png,Jeffrey Archer,1993,Honour Among Thieves,3.82
book_covers/974.png,Jeffrey Archer,2016,Cometh the Hour,4.13
book_covers/975.png,Jeffrey Archer,2009,Paths of Glory,3.88
book_covers/976.png,L.J. Smith,2007,The Awakening and the Struggle,3.67
book_covers/977.png,L.J. Smith,2009,The Return: Nightfall,3.57
book_covers/978.png,"L.J. Smith, Kevin Williamson, Julie Plec",2011,The Ripper,4.22
book_covers/979.png,L.J. Smith,1991,Dark Reunion,4.19
book_covers/980.png,L.J. Smith,2010,The Vampire Diaries: The Return: Shadow Souls ,3.79
book_covers/981.png,L.J. Smith,2011,The Vampire Diaries: The Return: Midnight,3.78
book_covers/982.png,L.J. Smith,1997,The Forbidden Game,4.19
book_covers/983.png,L.J. Smith,2009,The Secret Circle: The Captive Part II and The Power,4.11
book_covers/984.png,"L.J. Smith, Kevin Williamson, Julie Plec",2011,Bloodlust,4.05
book_covers/985.png,Raymond E. Feist,1982,Magician,4.17
book_covers/986.png,Raymond E. Feist,1982,"Magician: Master (The Riftwar Saga, #2)",4.25
book_covers/987.png,Raymond E. Feist,1982,Magician,4.32
book_covers/988.png,Raymond E. Feist,1985,Silverthorn,4.06
book_covers/989.png,"Raymond E. Feist, Janny Wurts",1987,Daughter of the Empire,4.24
book_covers/990.png,Raymond E. Feist,1995,Rise of a Merchant Prince,4.02
book_covers/991.png,"Raymond E. Feist, Janny Wurts",1992,"Mistress of the Empire (The Empire Trilogy, #3)",4.29
book_covers/992.png,Raymond E. Feist,2002,Talon of the Silver Hawk,4.01
book_covers/993.png,Raymond E. Feist,2004,Exile's Return,4.0
book_covers/994.png,Raymond E. Feist,2003,King of Foxes,3.95
book_covers/995.png,Cassandra Clare,2007,City of Bones,4.12
book_covers/996.png,Cassandra Clare,2009,City of Glass,4.34
book_covers/997.png,Cassandra Clare,2008,City of Ashes,4.21
book_covers/998.png,Cassandra Clare,2010,Clockwork Angel,4.33
book_covers/999.png,Cassandra Clare,2011,City of Fallen Angels,4.16
book_covers/1000.png,Cassandra Clare,2012,City of Lost Souls,4.3
book_covers/1001.png,Cassandra Clare,2011,Clockwork Prince,4.46
book_covers/1002.png,Cassandra Clare,2013,Clockwork Princess,4.59
book_covers/1003.png,Cassandra Clare,2014,City of Heavenly Fire,4.48
book_covers/1004.png,Cassandra Clare,2009,The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass,4.57
book_covers/1005.png,Cassandra Clare,2016,Lady Midnight,4.47
book_covers/1006.png,"Holly Black, Cassandra Clare",2014,The Iron Trial,3.95
book_covers/1007.png,"Cassandra Clare, Sarah Rees Brennan, Maureen Johnson, Cassandra Jean",2014,The Bane Chronicles,4.2
book_covers/1008.png,Cassandra Clare,2011,The Mortal Instrument Series: City of Bones / City of Ashes / City of Glass / City of Fallen Angels,4.59
book_covers/1009.png,"Cassandra Clare, Joshua Lewis",2013,The Shadowhunter's Codex,4.06
book_covers/1010.png,Kurt Vonnegut Jr.,1969,"Slaughterhouse-Five, or The Children's Crusade: A Duty-Dance with Death ",4.06
book_covers/1011.png,Kurt Vonnegut Jr.,1963,Cat's Cradle,4.18
book_covers/1012.png,Kurt Vonnegut Jr.,1973,Breakfast of Champions,4.08
book_covers/1013.png,Kurt Vonnegut Jr.,1959,The Sirens of Titan,4.16
book_covers/1014.png,Kurt Vonnegut Jr.,1985,Galápagos,3.87
book_covers/1015.png,Kurt Vonnegut Jr.,1961,Mother Night,4.21
book_covers/1016.png,Kurt Vonnegut Jr.,1968,Welcome to the Monkey House,4.13
book_covers/1017.png,Kurt Vonnegut Jr.,1952,Player Piano,3.85
book_covers/1018.png,Kurt Vonnegut Jr.,2005,A Man Without a Country,4.07
book_covers/1019.png,Kurt Vonnegut Jr.,1997,Timequake,3.71
book_covers/1020.png,Kurt Vonnegut Jr.,1999,Bagombo Snuff Box,3.72
book_covers/1021.png,Tom Clancy,1984,The Hunt for Red October,4.01
book_covers/1022.png,Tom Clancy,1987,Patriot Games,4.11
book_covers/1023.png,Tom Clancy,1989,Clear and Present Danger,4.08
book_covers/1024.png,Tom Clancy,1993,Without Remorse,4.16
book_covers/1025.png,Tom Clancy,1996,Executive Orders,4.04
book_covers/1026.png,Tom Clancy,1988,The Cardinal of the Kremlin,4.01
book_covers/1027.png,Tom Clancy,1994,Debt of Honor,4.03
book_covers/1028.png,Tom Clancy,2000,The Bear and the Dragon,3.79
book_covers/1029.png,"Tom Clancy, Mark Greaney",2012,Threat Vector,4.1
book_covers/1030.png,Robin Hobb,1995,Assassin's Apprentice,4.14
book_covers/1031.png,Robin Hobb,1996,Royal Assassin,4.21
book_covers/1032.png,Robin Hobb,1997,Assassin's Quest,4.18
book_covers/1033.png,Robin Hobb,2001,Fool's Errand,4.29
book_covers/1034.png,Robin Hobb,1998,Ship of Magic,4.12
book_covers/1035.png,Robin Hobb,1999,The Mad Ship,4.21
book_covers/1036.png,Robin Hobb,2000,Ship of Destiny,4.21
book_covers/1037.png,Robin Hobb,2014,Fool's Assassin,4.35
book_covers/1038.png,Robin Hobb,2009,The Dragon Keeper,3.93
book_covers/1039.png,Robin Hobb,2010,Dragon Haven,4.06
book_covers/1040.png,Robin Hobb,2015,Fool's Quest,4.53
book_covers/1041.png,Robin Hobb,2011,City of Dragons,4.05
book_covers/1042.png,Robin Hobb,2013,Blood of Dragons,4.12
book_covers/1043.png,Robin Hobb,2006,Forest Mage,3.35
book_covers/1044.png,Robin Hobb,2007,Renegade's Magic,3.46
book_covers/1045.png,Anne McCaffrey,1976,Dragonsong ,4.24
book_covers/1046.png,Anne McCaffrey,1978,"The White Dragon (Pern: Dragonriders of Pern, #3)",4.17
book_covers/1047.png,Anne McCaffrey,1977,Dragonsinger,4.26
book_covers/1048.png,Anne McCaffrey,1971,Dragonquest,4.09
book_covers/1049.png,Anne McCaffrey,1988,"Dragonsdawn (Pern: Dragonriders of Pern, #6)",4.17
book_covers/1050.png,Anne McCaffrey,1979,"Dragondrums (Pern: Harper Hall, #3)",4.04
book_covers/1051.png,Anne McCaffrey,1991,All the Weyrs of Pern,4.15
book_covers/1052.png,Anne McCaffrey,1969,The Ship Who Sang,4.0
book_covers/1053.png,Anne McCaffrey,1989,The Renegades of Pern,3.84
book_covers/1054.png,Anne McCaffrey,1982,Crystal Singer,4.07
book_covers/1055.png,Anne McCaffrey,1986,"Nerilka's Story (Pern: Dragonriders of Pern, #5)",3.78
book_covers/1056.png,"Paulo Coelho, Alan R. Clarke",1988,O Alquimista,3.82
book_covers/1057.png,"Paulo Coelho, Margaret Jull Costa",2003,Onze minutos,3.69
